	S2N	p-val	FDR
DHX34	0.4026019871234894	0.04524942631946523	0.28572913385826776
WNT9B	0.4025725722312927	0.0452554125511324	0.28572913385826776
TRDN	0.40244758129119873	0.04531577372044298	0.285996222851747
HYALP1	0.4024078845977783	0.04532624962586052	0.285996222851747
SFRS9	0.4023110866546631	0.045364661279058166	0.2861485210824418
ADAM32	0.4021299481391907	0.045431507532674845	0.28640880503144656
CALCB	0.40211740136146545	0.04543450064850843	0.28640880503144656
ZNF92	0.4019450545310974	0.04550483887059763	0.28673790069138905
ANKRD18A	0.4019166827201843	0.04551531477601516	0.28673790069138905
CREB3L4	0.40170949697494507	0.04559413349296618	0.28714420358152687
ZNF639	0.40162816643714905	0.045621071535468426	0.28722361809045227
ZBED1	0.4014357626438141	0.045697894841863713	0.2874835268277377
RPS6	0.4014175534248352	0.04570487877880874	0.2874835268277377
LOC257396	0.4014151394367218	0.04570537763144767	0.2874835268277377
SMARCB1	0.40127885341644287	0.04576025142173002	0.28766144200626964
NUDCD2	0.4012574255466461	0.04576573880075826	0.28766144200626964
LRRC14	0.40123826265335083	0.04577671355881473	0.28766144200626964
ZNF577	0.4011934995651245	0.045793175695899434	0.2876747101222188
ANKRD30A	0.40108174085617065	0.04583657587548638	0.28785714285714287
C11ORF47	0.4010147154331207	0.04585902424423825	0.28790792358283746
CHRNA1	0.4009456932544708	0.04588097376035119	0.2879555416405761
STEAP1	0.4008844792842865	0.045903920981741994	0.2880093896713615
NOM1	0.4007072448730469	0.04596976953008081	0.2883234282139506
H19	0.4006715416908264	0.04598273969869301	0.2883234282139506
NSUN3	0.4005962610244751	0.046018158236057066	0.28837500000000005
RKHD3	0.4005802571773529	0.046022647909807445	0.28837500000000005
PCSK1	0.40053457021713257	0.046034121520502846	0.28837500000000005
LOC284788	0.40033960342407227	0.04610445974259204	0.2887253983130272
ZNF440	0.4001757800579071	0.04616132894343011	0.2889912554653342
MAGEB18	0.4000357687473297	0.04620522797565599	0.2891757727130815
RARB	0.39999496936798096	0.046219694702184975	0.2891760299625468
LOC647322	0.399919331073761	0.04624563503940936	0.2892480499219969
C8ORF47	0.399813711643219	0.04628504439788486	0.28940424204616344
C21ORF88	0.3997376263141632	0.046312481293026043	0.2894855004677269
LOC285749	0.399644672870636	0.046339419335528285	0.28956359102244394
GABPB2	0.39960813522338867	0.04635787688316871	0.2895886569024618
RSU1	0.3995100259780884	0.04638930459942133	0.2896262846465275
PAPSS2	0.39950090646743774	0.04639279656789384	0.2896262846465275
TSR2	0.399419367313385	0.04642123116831288	0.2897135740971357
C15ORF26	0.39916613698005676	0.04652000399082111	0.29023965141612196
USP10	0.3990847170352936	0.04654993514915694	0.29033602986932167
PPARA	0.39887329936027527	0.04663174698194154	0.29069586828207516
HPR	0.3988110423088074	0.04665020452958196	0.29069586828207516
GBX2	0.39880505204200745	0.04665319764541554	0.29069586828207516
LOC645953	0.39874663949012756	0.04667913798263993	0.29069586828207516
LOC645085	0.3987440764904022	0.04668013568791779	0.29069586828207516
NEUROG2	0.39868995547294617	0.04670408061458645	0.2907546583850932
FLJ16124	0.3985772430896759	0.04674548538361768	0.2909220738900962
LACRT	0.3984711170196533	0.04678888556320463	0.2909367245657568
CLLU1	0.398468017578125	0.04679088097376035	0.2909367245657568
PCDH8	0.39846664667129517	0.04679137982639928	0.2909367245657568
LOC646903	0.39823561906814575	0.04688366756460142	0.2914166150030998
ZNF696	0.39819517731666565	0.04689763543849147	0.2914166150030998
KISS1	0.39802536368370056	0.046969470218497456	0.2917725441586613
C11ORF74	0.3978593349456787	0.047033323356280556	0.29207868649318464
EXTL2	0.3976556360721588	0.047109148957397984	0.2924589656240322
KIAA1529	0.39752188324928284	0.047162027337124615	0.29269659442724455
FLJ27352	0.3973158895969391	0.0472518208121321	0.2931188118811881
GPR34	0.3972969949245453	0.047259303601716054	0.2931188118811881
IPO7	0.3971858322620392	0.047297216402274765	0.2932529375386518
CDC27	0.3971553444862366	0.04731018657088696	0.2932529375386518
LRRC54	0.39710819721221924	0.047328644118527385	0.2932766615146831
ZNF529	0.39705508947372437	0.04734959592936246	0.29331582200247214
PCID1	0.39694541692733765	0.047393494961588345	0.29341463414634145
LOC153577	0.39691996574401855	0.0474074628354784	0.29341463414634145
C14ORF37	0.3969159424304962	0.04740945824603412	0.29341463414634145
OR3A1	0.3968384861946106	0.04743889055173102	0.29350617283950614
CNGB3	0.39669445157051086	0.04749825401576374	0.293778531770512
TXNDC4	0.39666104316711426	0.047512221889653795	0.293778531770512
C8ORF45	0.39657098054885864	0.047542651900628556	0.29387604070305273
FAM124B	0.39649519324302673	0.0475745784695201	0.29398273736128233
SLC25A12	0.39632362127304077	0.04763593734410855	0.2941928527418361
ZFP14	0.39631521701812744	0.04763793275466427	0.2941928527418361
DDX25	0.3961891829967499	0.0476843260500848	0.2943886664613489
NSBP1	0.39615896344184875	0.04769979048189165	0.29439347290640394
LTBR	0.3959828317165375	0.047773121819814426	0.29475530932594646
ACSM3	0.3959232270717621	0.0477955701885663	0.2948030769230769
LOC645937	0.3956536650657654	0.04790880973760351	0.29523048555623843
FOS	0.395648717880249	0.047910805148159236	0.29523048555623843
SLC40A1	0.3956437408924103	0.04791230170607603	0.29523048555623843
ATP11C	0.3956156373023987	0.04792377531677142	0.29523048555623843
C5AR1	0.39547237753868103	0.04798413648608201	0.29551152073732717
RPL36A	0.3953288495540619	0.04804100568692008	0.2957708845208845
IFITM2	0.39521440863609314	0.04809587947720243	0.296004909481436
DDX11	0.395180881023407	0.048109847351092486	0.296004909481436
LOC643464	0.39515420794487	0.04812331637234361	0.296004909481436
TSTA3	0.39507171511650085	0.048160231467624465	0.2960502913216805
C2ORF43	0.39507144689559937	0.048160231467624465	0.2960502913216805
MCTS1	0.39503398537635803	0.04817519704679238	0.29605150214592274
TUBB1	0.3949485421180725	0.048207123615683925	0.2961569108182654
TXLNB	0.3948512077331543	0.04824204330040906	0.296260336906585
VPS8	0.3948104977607727	0.04825351691110446	0.296260336906585
NFATC2	0.39477407932281494	0.048269979048189166	0.2962687480869299
TRAPPC4	0.39473453164100647	0.048284445774718146	0.2962687480869299
VPS25	0.39468055963516235	0.04830938840666467	0.29633108935128516
RGR	0.394539475440979	0.04836575875486381	0.2965861119608443
C9ORF29	0.3944908380508423	0.04838122318667066	0.2965902140672783
COX4I2	0.3944337069988251	0.048401676144866804	0.29662488535616016
RPL18A	0.39418044686317444	0.04850892946223685	0.29715943799633476
COMMD9	0.3941327929496765	0.04852988127307194	0.29715943799633476
C1ORF27	0.39412355422973633	0.04853337324154445	0.29715943799633476
SCIN	0.39399272203445435	0.0485882470318268	0.29740458015267174
LOC147711	0.3938145339488983	0.04865808640127706	0.29774114774114774
LOC317671	0.3937434256076813	0.04868452559114038	0.2978120231919439
IGSF4D	0.39368927478790283	0.04870896937044797	0.2978706528370958
TMEM17	0.39360561966896057	0.04873939938142273	0.2979658432448917
UFD1L	0.39338231086730957	0.04884266187768133	0.2985060975609756
CHRNA7	0.3932293653488159	0.048902025341714055	0.2987778116427918
LOC285193	0.3929451107978821	0.04900578669061159	0.2992689613158696
GTPBP9	0.392929345369339	0.04901227177491769	0.2992689613158696
USP45	0.39273592829704285	0.0490861019654794	0.2996285018270402
DBF4	0.3926602005958557	0.04912201935548239	0.2997474132684114
FLJ32310	0.39262017607688904	0.04913548837673351	0.2997474132684114
LOC401097	0.3925698399543762	0.049157437892846455	0.2997900821417706
HIST1H2BN	0.39249730110168457	0.04918337823007084	0.29982061416844025
TNFSF5IP1	0.39247265458106995	0.04919235757757159	0.29982061416844025
DDX53	0.39239850640296936	0.04922278758854634	0.2999148936170213
STXBP6	0.39224448800086975	0.04927965678938442	0.300170161045275
SCRN2	0.39202889800071716	0.049366457148558314	0.30060753341433777
HNRPU	0.39195284247398376	0.04940536765439489	0.300753112663225
FLJ32011	0.3917091488838196	0.049496657687319166	0.3012173649058895
PSMA1	0.39146971702575684	0.04958744886760451	0.3016783004552352
KIAA1604	0.39121583104133606	0.04969520103761349	0.3022421116504854
TNRC15	0.39109572768211365	0.049738102364561505	0.30239163382843287
RP5-875H10.1	0.39101114869117737	0.049765040407063754	0.30239163382843287
FAM32A	0.3910103738307953	0.049765040407063754	0.30239163382843287
RPP30	0.39076244831085205	0.04985383617679338	0.30282082324455206
PSAT1	0.3907322287559509	0.04987129601915594	0.30282082324455206
CD207	0.3906448781490326	0.04990322258804749	0.30282082324455206
RFPL3	0.3906421363353729	0.049905217998603216	0.30282082324455206
KIF7	0.39062273502349854	0.04991120423027038	0.30282082324455206
SPATA1	0.390574187040329	0.0499311583358276	0.3028502269288956
SNRPC	0.3904690742492676	0.04997904818916492	0.3029141475211608
ZNF222	0.3904580771923065	0.04998303901027636	0.3029141475211608
PCSK6	0.3904474973678589	0.04998702983138781	0.3029141475211608
LILRB2	0.3903546631336212	0.05002145066347401	0.30303112722877
KCNS1	0.3900395333766937	0.05017260301306994	0.3038549848942598
C4ORF28	0.3899768888950348	0.05019505138182181	0.30389912413168224
API5	0.38992127776145935	0.05022248827696298	0.3039734299516908
SELT	0.38985124230384827	0.05025990222488277	0.30410805916088135
PPM1H	0.3897702693939209	0.050284346004190364	0.3041085972850679
OTUD4	0.38974910974502563	0.05029033223585753	0.3041085972850679
LOC285286	0.3893134891986847	0.05046493065948319	0.3050723763570567
KRT222P	0.3892075717449188	0.05050882969170907	0.30524570394935185
THRAP6	0.3888518512248993	0.050659982041305	0.30601626016260164
ZNF680	0.38880017399787903	0.050675945325750774	0.30601626016260164
CCDC51	0.3887600898742676	0.05069091090491869	0.30601626016260164
FFAR2	0.38874417543411255	0.050697395989224785	0.30601626016260164
C20ORF94	0.3886719048023224	0.05071784894742093	0.30604756170981334
UBXD5	0.3884376585483551	0.05081761947520702	0.30655732771591937
DEPDC2	0.38833674788475037	0.05085553227576574	0.30660955816050495
GPR158	0.388318806886673	0.0508615185074329	0.30660955816050495
LOC285813	0.3882754445075989	0.05088047490771226	0.30660955816050495
ALKBH5	0.38825881481170654	0.050887458844657285	0.30660955816050495
FLJ25328	0.38817161321640015	0.05092487279257707	0.30674278846153846
NDUFV1	0.3878117799758911	0.05106355382619974	0.3073993993993994
INPP4A	0.38780930638313293	0.051064551531477605	0.3073993993993994
TBC1D7	0.38769906759262085	0.05111792876384316	0.3074977497749775
VPS11	0.3876904547214508	0.05112191958495461	0.3074977497749775
C9ORF126	0.38768380880355835	0.05112690811134391	0.3074977497749775
RRAD	0.38746869564056396	0.05121370847051781	0.3077907673860912
DYNC1LI1	0.3874500095844269	0.051220193554823906	0.3077907673860912
GEMIN7	0.38744840025901794	0.0512216901127407	0.3077907673860912
NUP37	0.3874143958091736	0.05123715454454754	0.3077914294276296
RG9MTD2	0.38673755526542664	0.05151701087498753	0.30937986818454166
MAZ	0.38645878434181213	0.05163823206624763	0.3100149745432765
AOC3	0.38630542159080505	0.05171156340417041	0.3103142771625262
ATXN3	0.3862853944301605	0.051719046193754364	0.3103142771625262
C16ORF35	0.3861980736255646	0.05175446473111843	0.3104338719329743
C6ORF51	0.3859565854072571	0.05184326050084805	0.31087346694585705
LOC642558	0.3858186900615692	0.051902623964880774	0.31113636363636366
LOC284352	0.3856603503227234	0.051967474807941734	0.3113747758517633
CLEC4C	0.38564354181289673	0.0519734610396089	0.3113747758517633
GPR155	0.38558217883110046	0.05199940137683328	0.31138291517323774
GABRD	0.3855668604373932	0.05200588646113938	0.31138291517323774
TIGD6	0.38544961810112	0.05205427516711563	0.3114712026260818
LOC647318	0.38543757796287537	0.05206125910406066	0.3114712026260818
BCAM	0.38542941212654114	0.052067245335727826	0.3114712026260818
CXORF50	0.38537609577178955	0.05208919485184076	0.31150954653937946
MESDC2	0.3850971758365631	0.05220343210615584	0.31209961228750377
C5ORF24	0.3849114179611206	0.052274269180883966	0.3124299344066786
BRUNOL5	0.38477611541748047	0.05233163723436097	0.31260429082240765
LOC147343	0.3847712576389313	0.052334630350194554	0.31260429082240765
LAX1	0.3847036063671112	0.05236755462436396	0.31270318547186665
LOC338588	0.3846592605113983	0.05238301905617081	0.31270318547186665
TINP1	0.38462916016578674	0.05239798463533872	0.31270318547186665
ZNF396	0.3845345079898834	0.052433403172702786	0.31279678667063376
HDAC2	0.3845043182373047	0.05244487678339818	0.31279678667063376
SLC26A4	0.3843216001987457	0.05252918287937743	0.3132064247471743
C16ORF73	0.384199857711792	0.052573081911603314	0.31337496283080585
MGC11257	0.3840543329715729	0.05263444078619176	0.31364744351961954
CAMLG	0.3838428556919098	0.05273022049286641	0.3140124555160142
C12ORF57	0.38383930921554565	0.05273221590342213	0.3140124555160142
ABO	0.3837769329547882	0.05275915394592438	0.3140124555160142
CCL16	0.3837474286556244	0.052771126409258705	0.3140124555160142
CHMP4A	0.38368043303489685	0.052805547241344904	0.3140124555160142
CENPL	0.3836369812488556	0.05282001396787389	0.3140124555160142
LOC646725	0.3836340606212616	0.05282001396787389	0.3140124555160142
C20ORF82	0.3836309015750885	0.05282101167315175	0.3140124555160142
ZNF148	0.38354891538619995	0.052848448568292926	0.3140824192113845
C11ORF49	0.3834252953529358	0.052908809737603514	0.3143479549496147
AVEN	0.3831533193588257	0.05302504240247431	0.31492594786729855
C9ORF100	0.3831234574317932	0.053037513718447574	0.31492594786729855
TOMM40L	0.3827150762081146	0.053206624763044996	0.31583654130885397
C3ORF22	0.3825851380825043	0.05326099970068841	0.3160657193605683
RGPD4	0.38241997361183167	0.053322857427915794	0.3163391535957384
ACTN2	0.3822878897190094	0.05338072433403173	0.31645771732702543
MAGEA6	0.3822653293609619	0.053390202534171406	0.31645771732702543
ZCCHC13	0.38226476311683655	0.053390202534171406	0.31645771732702543
MTBP	0.38217800855636597	0.05342113139778509	0.31651004728132387
GALNT6	0.3821462392807007	0.053430609597924776	0.31651004728132387
C6ORF206	0.3820011615753174	0.053486481093484986	0.3167474150664697
DPM1	0.38196805119514465	0.05350394093584755	0.3167572356763142
ZNF331	0.38190528750419617	0.053529881273071934	0.31681724239740183
HCCS	0.3817875385284424	0.053595729821410754	0.3171133412042503
ASPHD1	0.3816359043121338	0.05365110246433204	0.3173473000885217
APBA2	0.3815665543079376	0.053673051980444975	0.3173834808259587
ZPLD1	0.3814036250114441	0.053737902823505934	0.3176590106007067
TECTA	0.3813636004924774	0.05375187069739599	0.3176590106007067
POLR2B	0.3813224136829376	0.05377382021350893	0.3176590106007067
DPP3	0.38127559423446655	0.05379377431906615	0.3176590106007067
LOC201181	0.3812536299228668	0.053800758256011175	0.3176590106007067
GNB2L1	0.3812209665775299	0.05381472612990123	0.3176590106007067
LOC440925	0.38110625743865967	0.05386211713059962	0.3178451574919046
IKZF5	0.3810555040836334	0.05388257008879577	0.3178581935863489
C6ORF213	0.3810219168663025	0.053896039110046895	0.3178581935863489
LY6E	0.38085824251174927	0.0539698693006086	0.3182
CNDP1	0.38080891966819763	0.05399580963783299	0.31825933548956187
ZNF786	0.38065460324287415	0.054053676543948916	0.31850676072898293
TNPO1	0.3805329203605652	0.05411054574478699	0.3187481633852483
SIM2	0.3804701566696167	0.05413798263992817	0.3188160987074031
GOLGA5	0.3804321587085724	0.054154444777012874	0.3188193832599119
GTF2E2	0.3803013861179352	0.05420981741993415	0.31905167351732233
MAGEA10	0.38007843494415283	0.05430360171605308	0.3195098326973877
DIAPH2	0.3800375163555145	0.05431956500049885	0.3195099765258216
ETFB	0.37994521856307983	0.0543629651800858	0.31967145790554413
LOC645281	0.3796899616718292	0.05446872193953906	0.3201994134897361
PSMD14	0.3792955279350281	0.05463833183677542	0.3210161054172767
POLR3F	0.3792702555656433	0.054647810036915094	0.3210161054172767
CST6	0.3791965842247009	0.054677242342611995	0.3210161054172767
RP11-327P2.4	0.37917423248291016	0.054687219395390604	0.3210161054172767
GBE1	0.37917080521583557	0.05468771824802953	0.3210161054172767
XRCC3	0.37904056906700134	0.05474907712261798	0.32125256072578284
RFNG	0.3790068030357361	0.05476005188067445	0.32125256072578284
KIR2DS2	0.3788677752017975	0.054820413049985035	0.32151258045640724
SRY	0.3786059617996216	0.05493065948318867	0.3220649312664522
C1ORF50	0.3784947693347931	0.054983537862915294	0.32228070175438595
CPNE8	0.3784036338329315	0.055018457547640426	0.3223911137094417
MRFAP1	0.37832289934158325	0.05505337723236556	0.322491966111598
FLJ11827	0.37828588485717773	0.055067843958894545	0.322491966111598
UCN	0.3782384395599365	0.055084306095979245	0.32249415887850463
BC036928	0.378165602684021	0.05510874987528684	0.32254306569343066
LOC283585	0.3781045079231262	0.055132694801955505	0.32258902510216
PYY	0.3780205249786377	0.05517559612890352	0.32274584184417854
MRPL13	0.377924382686615	0.05521500548737903	0.3228821470245041
LRP1B	0.3776918053627014	0.055318267983637634	0.32339165937591136
HEMGN	0.377594530582428	0.05536615783697496	0.32357725947521865
